latitude,longitude,elevation_m,slope_deg
23.1,94.85,386.0,3.01
23.1,94.9,406.0,2.25
23.1,94.95,381.0,2.68
23.1,95.0,288.0,0.89
23.1,95.05,280.0,1.6
23.1,95.1,238.0,1.68
23.1,95.15,215.0,1.87
23.1,95.2,220.0,1.29
23.1,95.25,165.0,0.21
23.1,95.3,147.0,0.37
23.1,95.35,139.0,0.35
23.1,95.4,129.0,0.3
23.1,95.45,133.0,0.55
23.1,95.5,144.0,0.37
23.1,95.55,155.0,0.55
23.1,95.6,165.0,0.21
23.1,95.65,178.0,0.84
23.1,95.7,194.0,0.54
23.1,95.75,214.0,2.69
23.1,95.8,213.0,1.16
23.1,95.85,170.0,1.02
23.1,95.9,211.0,1.53
23.1,95.95,176.0,1.84
23.1,96.0,82.0,0.18
23.1,96.05,128.0,1.14
23.1,96.1,175.0,3.95
23.1,96.15,217.0,1.85
23.1,96.2,321.0,6.39
23.1,96.25,325.0,4.33
23.1,96.3,241.0,2.02
23.1,96.35,186.0,0.73
23.1,96.4,177.0,1.21
23.1,96.45,191.0,0.14
23.15,89.5,12.0,0.36
23.15,89.55,9.0,0.61
23.15,89.6,7.0,0.55
23.15,89.65,8.0,0.84
23.15,89.7,6.0,0.32
23.15,89.75,7.0,0.72
23.15,89.8,6.0,0.42
23.15,89.85,4.0,0.33
23.15,89.9,4.0,0.22
23.15,89.95,6.0,0.71
23.15,90.0,3.0,0.11
23.15,90.05,3.0,0.41
23.15,90.1,7.0,0.27
23.15,90.15,7.0,0.04
23.15,90.2,6.0,0.22
23.15,90.25,6.0,0.3
23.15,90.3,5.0,0.16
23.15,90.35,7.0,0.3
23.15,90.4,8.0,0.55
23.15,90.45,16.0,0.23
23.15,90.5,7.0,0.3
23.15,90.55,6.0,0.16
23.15,90.6,0.0,0.0
23.15,90.65,11.0,0.18
23.15,90.7,11.0,0.37
23.15,90.75,6.0,0.65
23.15,90.8,8.0,0.24
23.15,90.85,11.0,0.67
23.15,90.9,6.0,0.17
23.15,90.95,8.0,0.26
23.15,91.0,10.0,0.23
23.15,91.05,8.0,0.17
23.15,91.1,7.0,0.27
23.15,91.15,8.0,0.27
23.15,91.2,9.0,0.17
23.15,91.25,7.0,0.22
23.15,91.3,9.0,0.03
23.15,91.35,50.0,1.79
23.15,91.4,9.0,0.34
23.15,91.45,10.0,0.36
23.15,91.5,18.0,0.16
23.15,91.55,99.0,3.16
23.15,91.6,53.0,1.6
23.15,91.65,44.0,0.29
23.15,91.7,54.0,3.79
23.15,91.75,110.0,3.72
23.15,91.8,45.0,1.01
23.15,91.85,60.0,0.79
23.15,91.9,116.0,3.26
23.15,91.95,55.0,1.68
23.15,92.0,92.0,1.13
23.15,92.05,137.0,1.74
23.15,92.1,61.0,1.71
23.15,92.15,87.0,1.87
23.15,92.2,33.0,0.13
23.15,92.25,55.0,3.31
23.15,92.3,99.0,13.19
23.15,92.35,102.0,3.65
23.15,92.4,123.0,12.62
23.15,92.45,90.0,0.87
23.15,92.5,718.0,29.61
23.15,92.55,434.0,4.64
23.15,92.6,626.0,18.17
23.15,92.65,414.0,20.82
23.15,92.7,433.0,19.98
23.15,92.75,877.0,14.11
23.15,92.8,918.0,23.41
23.15,92.85,696.0,3.07
23.15,92.9,782.0,5.73
23.15,92.95,588.0,36.45
23.15,93.0,1033.0,20.8
23.15,93.05,1068.0,17.34
23.15,93.1,844.0,21.55
23.15,93.15,1044.0,15.75
23.15,93.2,958.0,17.28
23.15,93.25,1132.0,20.87
23.15,93.3,1714.0,19.77
23.15,93.35,924.0,16.15
23.15,93.4,743.0,8.59
23.15,93.45,1371.0,19.76
23.15,93.5,1902.0,22.4
23.15,93.55,1425.0,25.14
23.15,93.6,1095.0,27.74
23.15,93.65,762.0,28.61
23.15,93.7,1410.0,23.66
23.15,93.75,1958.0,20.41
23.15,93.8,1836.0,24.62
23.15,93.85,1095.0,22.11
23.15,93.9,511.0,18.95
23.15,93.95,275.0,13.23
23.15,94.0,151.0,0.51
23.15,94.05,121.0,0.14
23.15,94.1,113.0,0.16
23.15,94.15,309.0,11.78
23.15,94.2,481.0,8.85
23.15,94.25,290.0,27.58
23.15,94.3,119.0,4.91
23.15,94.35,129.0,2.01
23.15,94.4,156.0,1.21
23.15,94.45,167.0,2.77
23.15,94.5,319.0,3.92
23.15,94.55,312.0,5.45
23.15,94.6,325.0,1.16
23.15,94.65,312.0,2.46
23.15,94.7,360.0,2.66
23.15,94.75,356.0,1.74
23.15,94.8,257.0,1.27
23.15,94.85,337.0,2.16
23.15,94.9,405.0,2.78
23.15,94.95,409.0,2.09
23.15,95.0,316.0,0.56
23.15,95.05,274.0,1.4
23.15,95.1,249.0,0.53
23.15,95.15,200.0,2.35
23.15,95.2,194.0,1.72
23.15,95.25,166.0,0.49
23.15,95.3,149.0,0.24
23.15,95.35,134.0,0.13
23.15,95.4,133.0,0.94
23.15,95.45,160.0,0.8
23.15,95.5,157.0,0.43
23.15,95.55,171.0,0.31
23.15,95.6,175.0,0.63
23.15,95.65,209.0,0.41
23.15,95.7,224.0,1.62
23.15,95.75,246.0,0.84
23.15,95.8,226.0,0.46
23.15,95.85,216.0,1.54
23.15,95.9,188.0,3.1
23.15,95.95,126.0,2.49
23.15,96.0,84.0,0.54
23.15,96.05,109.0,0.11
23.15,96.1,139.0,0.72
23.15,96.15,419.0,15.25
23.15,96.2,250.0,0.81
23.15,96.25,222.0,2.67
23.15,96.3,197.0,1.1
23.15,96.35,202.0,1.21
23.15,96.4,171.0,1.07
23.15,96.45,161.0,0.29
23.2,89.5,8.0,0.42
23.2,89.55,5.0,0.35
23.2,89.6,10.0,0.94
23.2,89.65,4.0,0.41
23.2,89.7,6.0,0.34
23.2,89.75,8.0,0.45
23.2,89.8,4.0,0.03
23.2,89.85,6.0,0.39
23.2,89.9,3.0,0.11
23.2,89.95,5.0,0.1
23.2,90.0,3.0,0.14
23.2,90.05,5.0,0.54
23.2,90.1,4.0,0.16
23.2,90.15,5.0,0.15
23.2,90.2,5.0,0.43
23.2,90.25,5.0,0.4
23.2,90.3,6.0,0.51
23.2,90.35,9.0,0.27
23.2,90.4,11.0,0.09
23.2,90.45,10.0,1.03
23.2,90.5,9.0,0.56
23.2,90.55,10.0,0.28
23.2,90.6,8.0,0.86
23.2,90.65,10.0,0.4
23.2,90.7,7.0,0.8
23.2,90.75,8.0,0.49
23.2,90.8,14.0,0.29
23.2,90.85,9.0,0.41
23.2,90.9,8.0,0.36
23.2,90.95,10.0,0.41
23.2,91.0,10.0,0.37
23.2,91.05,9.0,0.42
23.2,91.1,8.0,0.32
23.2,91.15,11.0,0.36
23.2,91.2,9.0,0.04
23.2,91.25,9.0,0.24
23.2,91.3,9.0,0.55
23.2,91.35,38.0,1.27
23.2,91.4,12.0,0.31
23.2,91.45,9.0,0.3
23.2,91.5,41.0,1.33
23.2,91.55,71.0,2.76
23.2,91.6,30.0,0.64
23.2,91.65,55.0,2.05
23.2,91.7,91.0,2.83
23.2,91.75,161.0,5.07
23.2,91.8,37.0,1.95
23.2,91.85,111.0,1.83
23.2,91.9,85.0,1.82
23.2,91.95,72.0,0.64
23.2,92.0,115.0,1.0
23.2,92.05,86.0,5.79
23.2,92.1,40.0,1.37
23.2,92.15,115.0,8.3
23.2,92.2,38.0,1.21
23.2,92.25,98.0,5.06
23.2,92.3,86.0,1.98
23.2,92.35,171.0,15.21
23.2,92.4,82.0,2.38
23.2,92.45,198.0,6.59
23.2,92.5,455.0,17.71
23.2,92.55,647.0,15.92
23.2,92.6,578.0,9.54
23.2,92.65,451.0,22.38
23.2,92.7,297.0,11.6
23.2,92.75,499.0,11.83
23.2,92.8,822.0,13.95
23.2,92.85,572.0,5.86
23.2,92.9,887.0,5.14
23.2,92.95,517.0,21.07
23.2,93.0,815.0,15.16
23.2,93.05,900.0,18.19
23.2,93.1,1258.0,17.37
23.2,93.15,577.0,5.74
23.2,93.2,927.0,6.04
23.2,93.25,1600.0,18.29
23.2,93.3,1124.0,10.73
23.2,93.35,1365.0,37.6
23.2,93.4,877.0,15.81
23.2,93.45,1460.0,17.35
23.2,93.5,2194.0,12.52
23.2,93.55,1726.0,14.96
23.2,93.6,1092.0,25.1
23.2,93.65,1175.0,17.95
23.2,93.7,1624.0,29.64
23.2,93.75,1246.0,20.12
23.2,93.8,2164.0,16.72
23.2,93.85,945.0,27.1
23.2,93.9,752.0,22.72
23.2,93.95,397.0,15.8
23.2,94.0,164.0,0.94
23.2,94.05,126.0,0.58
23.2,94.1,109.0,0.29
23.2,94.15,277.0,8.74
23.2,94.2,134.0,7.89
23.2,94.25,100.0,0.6
23.2,94.3,115.0,2.4
23.2,94.35,133.0,2.93
23.2,94.4,173.0,4.76
23.2,94.45,198.0,2.36
23.2,94.5,299.0,1.07
23.2,94.55,369.0,0.87
23.2,94.6,316.0,3.06
23.2,94.65,376.0,1.49
23.2,94.7,435.0,2.3
23.2,94.75,490.0,3.03
23.2,94.8,402.0,2.2
23.2,94.85,344.0,2.83
23.2,94.9,420.0,1.93
23.2,94.95,323.0,1.87
23.2,95.0,271.0,1.0
23.2,95.05,267.0,0.68
23.2,95.1,233.0,0.99
23.2,95.15,243.0,1.25
23.2,95.2,204.0,1.2
23.2,95.25,188.0,2.08
23.2,95.3,157.0,0.89
23.2,95.35,142.0,0.85
23.2,95.4,156.0,1.61
23.2,95.45,166.0,0.69
23.2,95.5,167.0,0.59
23.2,95.55,172.0,0.81
23.2,95.6,185.0,0.62
23.2,95.65,217.0,1.33
23.2,95.7,261.0,2.1
23.2,95.75,302.0,4.83
23.2,95.8,219.0,0.32
23.2,95.85,179.0,1.12
23.2,95.9,172.0,3.27
23.2,95.95,148.0,3.24
23.2,96.0,85.0,0.21
23.2,96.05,100.0,0.52
23.2,96.1,149.0,1.04
23.2,96.15,274.0,10.73
23.2,96.2,359.0,0.47
23.2,96.25,235.0,0.67
23.2,96.3,214.0,1.68
23.2,96.35,208.0,0.48
23.2,96.4,183.0,0.33
23.2,96.45,155.0,0.21
23.25,89.5,8.0,0.7
23.25,89.55,10.0,0.1
23.25,89.6,6.0,0.17
23.25,89.65,6.0,0.21
23.25,89.7,7.0,0.87
23.25,89.75,10.0,0.79
23.25,89.8,7.0,0.17
23.25,89.85,4.0,0.24
23.25,89.9,4.0,0.22
23.25,89.95,4.0,0.11
23.25,90.0,4.0,0.34
23.25,90.05,7.0,0.21
23.25,90.1,6.0,0.23
23.25,90.15,6.0,0.29
23.25,90.2,5.0,0.12
23.25,90.25,3.0,0.53
23.25,90.3,7.0,0.81
23.25,90.35,6.0,0.16
23.25,90.4,5.0,0.62
23.25,90.45,8.0,0.7
23.25,90.5,11.0,0.41
23.25,90.55,9.0,0.27
23.25,90.6,7.0,0.34
23.25,90.65,0.0,0.0
23.25,90.7,9.0,0.27
23.25,90.75,11.0,0.68
23.25,90.8,8.0,0.37
23.25,90.85,12.0,0.17
23.25,90.9,9.0,0.32
23.25,90.95,8.0,0.29
23.25,91.0,9.0,0.47
23.25,91.05,9.0,0.06
23.25,91.1,11.0,0.51
23.25,91.15,8.0,0.66
23.25,91.2,11.0,0.66
23.25,91.25,7.0,0.3
23.25,91.3,11.0,0.66
23.25,91.35,33.0,1.61
23.25,91.4,20.0,0.45
23.25,91.45,19.0,0.32
23.25,91.5,31.0,3.33
23.25,91.55,41.0,3.47
23.25,91.6,41.0,0.65
23.25,91.65,46.0,0.53
23.25,91.7,64.0,3.44
23.25,91.75,116.0,4.54
23.25,91.8,51.0,1.08
23.25,91.85,129.0,1.58
23.25,91.9,76.0,1.59
23.25,91.95,72.0,0.71
23.25,92.0,221.0,1.37
23.25,92.05,58.0,1.1
23.25,92.1,79.0,6.7
23.25,92.15,52.0,2.92
23.25,92.2,71.0,0.56
23.25,92.25,96.0,3.39
23.25,92.3,63.0,0.39
23.25,92.35,192.0,5.69
23.25,92.4,76.0,2.16
23.25,92.45,321.0,14.15
23.25,92.5,335.0,6.99
23.25,92.55,1053.0,16.59
23.25,92.6,457.0,12.72
23.25,92.65,332.0,7.89
23.25,92.7,581.0,13.11
23.25,92.75,765.0,2.55
23.25,92.8,837.0,27.38
23.25,92.85,420.0,2.73
23.25,92.9,809.0,10.65
23.25,92.95,767.0,27.3
23.25,93.0,699.0,26.48
23.25,93.05,659.0,2.74
23.25,93.1,862.0,4.45
23.25,93.15,1176.0,12.47
23.25,93.2,629.0,10.58
23.25,93.25,1240.0,20.66
23.25,93.3,1428.0,23.69
23.25,93.35,1218.0,23.65
23.25,93.4,1223.0,19.53
23.25,93.45,1418.0,15.85
23.25,93.5,2030.0,19.16
23.25,93.55,1630.0,20.7
23.25,93.6,939.0,27.57
23.25,93.65,861.0,24.28
23.25,93.7,1104.0,16.09
23.25,93.75,1384.0,6.95
23.25,93.8,1634.0,21.98
23.25,93.85,679.0,5.84
23.25,93.9,606.0,21.92
23.25,93.95,500.0,8.87
23.25,94.0,144.0,0.44
23.25,94.05,118.0,0.78
23.25,94.1,109.0,0.12
23.25,94.15,144.0,4.2
23.25,94.2,153.0,1.84
23.25,94.25,282.0,2.85
23.25,94.3,111.0,6.42
23.25,94.35,116.0,5.94
23.25,94.4,155.0,1.1
23.25,94.45,242.0,4.91
23.25,94.5,306.0,1.2
23.25,94.55,442.0,1.78
23.25,94.6,400.0,1.92
23.25,94.65,362.0,2.18
23.25,94.7,426.0,1.02
23.25,94.75,512.0,1.01
23.25,94.8,493.0,1.21
23.25,94.85,408.0,2.35
23.25,94.9,497.0,2.38
23.25,94.95,398.0,9.45
23.25,95.0,293.0,8.12
23.25,95.05,224.0,0.84
23.25,95.1,232.0,1.6
23.25,95.15,200.0,2.24
23.25,95.2,169.0,0.89
23.25,95.25,159.0,0.48
23.25,95.3,149.0,0.17
23.25,95.35,142.0,0.0
23.25,95.4,154.0,0.29
23.25,95.45,162.0,0.64
23.25,95.5,165.0,1.3
23.25,95.55,179.0,0.8
23.25,95.6,199.0,0.53
23.25,95.65,234.0,1.19
23.25,95.7,274.0,2.76
23.25,95.75,377.0,10.82
23.25,95.8,221.0,1.33
23.25,95.85,209.0,0.43
23.25,95.9,189.0,1.85
23.25,95.95,263.0,4.59
23.25,96.0,99.0,0.45
23.25,96.05,103.0,0.53
23.25,96.1,188.0,3.37
23.25,96.15,338.0,8.0
23.25,96.2,457.0,6.8
23.25,96.25,269.0,2.33
23.25,96.3,232.0,1.68
23.25,96.35,216.0,0.68
23.25,96.4,201.0,2.21
23.25,96.45,191.0,2.21
23.3,89.5,9.0,0.43
23.3,89.55,7.0,0.1
23.3,89.6,8.0,0.48
23.3,89.65,6.0,0.28
23.3,89.7,8.0,0.21
23.3,89.75,8.0,0.39
23.3,89.8,6.0,0.48
23.3,89.85,6.0,0.43
23.3,89.9,7.0,0.18
23.3,89.95,5.0,0.16
23.3,90.0,6.0,0.61
23.3,90.05,5.0,0.28
23.3,90.1,10.0,0.25
23.3,90.15,5.0,0.17
23.3,90.2,6.0,0.09
23.3,90.25,7.0,0.44
23.3,90.3,9.0,0.34
23.3,90.35,8.0,0.14
23.3,90.4,10.0,0.59
23.3,90.45,8.0,0.14
23.3,90.5,6.0,0.13
23.3,90.55,0.0,0.0
23.3,90.6,0.0,0.06
23.3,90.65,0.0,0.0
23.3,90.7,8.0,1.01
23.3,90.75,10.0,0.38
23.3,90.8,7.0,0.54
23.3,90.85,6.0,0.2
23.3,90.9,9.0,0.48
23.3,90.95,10.0,0.37
23.3,91.0,10.0,0.73
23.3,91.05,8.0,0.42
23.3,91.1,11.0,0.54
23.3,91.15,14.0,0.94
23.3,91.2,15.0,0.21
23.3,91.25,9.0,0.1
23.3,91.3,15.0,0.33
23.3,91.35,47.0,1.59
23.3,91.4,39.0,0.33
23.3,91.45,26.0,0.18
23.3,91.5,38.0,1.81
23.3,91.55,24.0,0.11
23.3,91.6,54.0,1.26
23.3,91.65,99.0,1.36
23.3,91.7,94.0,3.05
23.3,91.75,61.0,0.67
23.3,91.8,61.0,0.85
23.3,91.85,129.0,1.23
23.3,91.9,64.0,1.19
23.3,91.95,89.0,0.95
23.3,92.0,183.0,12.28
23.3,92.05,50.0,0.79
23.3,92.1,154.0,9.45
23.3,92.15,70.0,2.47
23.3,92.2,107.0,5.54
23.3,92.25,145.0,1.99
23.3,92.3,131.0,3.11
23.3,92.35,128.0,1.86
23.3,92.4,93.0,0.74
23.3,92.45,174.0,12.88
23.3,92.5,418.0,23.18
23.3,92.55,800.0,32.69
23.3,92.6,443.0,15.82
23.3,92.65,676.0,7.88
23.3,92.7,315.0,5.65
23.3,92.75,768.0,2.8
23.3,92.8,815.0,15.62
23.3,92.85,1116.0,22.99
23.3,92.9,614.0,29.13
23.3,92.95,799.0,17.67
23.3,93.0,765.0,24.26
23.3,93.05,1086.0,25.68
23.3,93.1,1105.0,18.76
23.3,93.15,1000.0,25.6
23.3,93.2,646.0,23.76
23.3,93.25,722.0,18.49
23.3,93.3,1566.0,14.39
23.3,93.35,1041.0,14.07
23.3,93.4,911.0,17.57
23.3,93.45,1482.0,18.99
23.3,93.5,1948.0,23.08
23.3,93.55,1654.0,25.15
23.3,93.6,889.0,26.17
23.3,93.65,1443.0,5.78
23.3,93.7,1332.0,20.82
23.3,93.75,1906.0,23.52
23.3,93.8,1270.0,29.32
23.3,93.85,1570.0,22.31
23.3,93.9,631.0,17.61
23.3,93.95,1057.0,19.1
23.3,94.0,135.0,0.98
23.3,94.05,116.0,0.32
23.3,94.1,123.0,0.76
23.3,94.15,212.0,10.78
23.3,94.2,392.0,16.89
23.3,94.25,503.0,23.08
23.3,94.3,239.0,9.79
23.3,94.35,119.0,7.68
23.3,94.4,111.0,0.59
23.3,94.45,189.0,1.49
23.3,94.5,280.0,4.79
23.3,94.55,361.0,2.43
23.3,94.6,490.0,1.72
23.3,94.65,427.0,1.89
23.3,94.7,431.0,5.87
23.3,94.75,470.0,1.51
23.3,94.8,553.0,3.05
23.3,94.85,500.0,3.23
23.3,94.9,431.0,2.16
23.3,94.95,354.0,3.8
23.3,95.0,356.0,4.83
23.3,95.05,242.0,2.08
23.3,95.1,242.0,1.77
23.3,95.15,220.0,0.44
23.3,95.2,204.0,1.75
23.3,95.25,189.0,0.76
23.3,95.3,172.0,2.17
23.3,95.35,143.0,0.34
23.3,95.4,165.0,0.27
23.3,95.45,164.0,0.49
23.3,95.5,161.0,0.49
23.3,95.55,178.0,0.96
23.3,95.6,197.0,0.96
23.3,95.65,214.0,1.3
23.3,95.7,241.0,1.43
23.3,95.75,253.0,0.9
23.3,95.8,251.0,4.08
23.3,95.85,216.0,0.93
23.3,95.9,224.0,0.98
23.3,95.95,273.0,4.62
23.3,96.0,98.0,0.98
23.3,96.05,115.0,0.89
23.3,96.1,162.0,0.89
23.3,96.15,378.0,8.03
23.3,96.2,478.0,9.28
23.3,96.25,296.0,5.65
23.3,96.3,207.0,0.54
23.3,96.35,203.0,0.23
23.3,96.4,172.0,0.98
23.3,96.45,159.0,0.83
23.35,89.5,8.0,0.1
23.35,89.55,7.0,0.21
23.35,89.6,5.0,0.63
23.35,89.65,8.0,0.55
23.35,89.7,6.0,0.3
23.35,89.75,6.0,0.43
23.35,89.8,12.0,0.17
23.35,89.85,11.0,0.45
23.35,89.9,7.0,0.23
23.35,89.95,11.0,1.06
23.35,90.0,6.0,0.73
23.35,90.05,8.0,0.29
23.35,90.1,7.0,0.11
23.35,90.15,8.0,0.22
23.35,90.2,10.0,0.1
23.35,90.25,10.0,0.52
23.35,90.3,7.0,0.45
23.35,90.35,8.0,0.35
23.35,90.4,5.0,0.56
23.35,90.45,0.0,0.0
23.35,90.5,0.0,0.11
23.35,90.55,6.0,0.25
23.35,90.6,0.0,0.0
23.35,90.65,4.0,0.17
23.35,90.7,6.0,0.39
23.35,90.75,5.0,0.23
23.35,90.8,6.0,0.86
23.35,90.85,7.0,0.26
23.35,90.9,10.0,0.24
23.35,90.95,5.0,0.74
23.35,91.0,10.0,0.31
23.35,91.05,7.0,0.26
23.35,91.1,11.0,0.37
23.35,91.15,10.0,0.12
23.35,91.2,10.0,0.23
23.35,91.25,12.0,0.28
23.35,91.3,21.0,0.63
23.35,91.35,51.0,1.18
23.35,91.4,55.0,0.16
23.35,91.45,65.0,0.53
23.35,91.5,37.0,0.16
23.35,91.55,39.0,0.71
23.35,91.6,43.0,2.09
23.35,91.65,123.0,2.15
23.35,91.7,107.0,0.68
23.35,91.75,64.0,0.39
23.35,91.8,112.0,3.08
23.35,91.85,124.0,5.06
23.35,91.9,75.0,0.8
23.35,91.95,104.0,1.87
23.35,92.0,100.0,2.85
23.35,92.05,66.0,2.16
23.35,92.1,110.0,3.97
23.35,92.15,54.0,2.08
23.35,92.2,67.0,2.93
23.35,92.25,184.0,1.75
23.35,92.3,117.0,4.56
23.35,92.35,86.0,2.03
23.35,92.4,89.0,3.18
23.35,92.45,307.0,19.77
23.35,92.5,461.0,19.15
23.35,92.55,560.0,19.63
23.35,92.6,606.0,17.07
23.35,92.65,587.0,21.09
23.35,92.7,433.0,15.87
23.35,92.75,594.0,14.6
23.35,92.8,1299.0,16.37
23.35,92.85,806.0,9.53
23.35,92.9,909.0,9.58
23.35,92.95,823.0,14.53
23.35,93.0,997.0,20.45
23.35,93.05,863.0,8.23
23.35,93.1,1059.0,17.02
23.35,93.15,1001.0,18.34
23.35,93.2,1108.0,18.96
23.35,93.25,1282.0,17.64
23.35,93.3,1128.0,20.88
23.35,93.35,943.0,24.65
23.35,93.4,874.0,17.8
23.35,93.45,1156.0,10.48
23.35,93.5,1758.0,19.09
23.35,93.55,1149.0,19.54
23.35,93.6,894.0,18.48
23.35,93.65,1783.0,21.43
23.35,93.7,1313.0,26.74
23.35,93.75,1871.0,28.49
23.35,93.8,1380.0,33.19
23.35,93.85,907.0,10.01
23.35,93.9,1272.0,22.53
23.35,93.95,357.0,12.47
23.35,94.0,162.0,0.71
23.35,94.05,132.0,0.25
23.35,94.1,133.0,1.38
23.35,94.15,222.0,1.12
23.35,94.2,366.0,7.17
23.35,94.25,814.0,6.14
23.35,94.3,373.0,12.4
23.35,94.35,131.0,6.65
23.35,94.4,134.0,4.46
23.35,94.45,206.0,5.32
23.35,94.5,286.0,2.83
23.35,94.55,284.0,5.26
23.35,94.6,387.0,1.84
23.35,94.65,449.0,1.63
23.35,94.7,457.0,3.67
23.35,94.75,474.0,2.23
23.35,94.8,543.0,1.64
23.35,94.85,453.0,4.41
23.35,94.9,512.0,7.87
23.35,94.95,391.0,10.05
23.35,95.0,309.0,3.15
23.35,95.05,259.0,0.29
23.35,95.1,252.0,0.52
23.35,95.15,225.0,1.4
23.35,95.2,191.0,1.32
23.35,95.25,160.0,0.53
23.35,95.3,159.0,0.47
23.35,95.35,161.0,0.99
23.35,95.4,162.0,0.51
23.35,95.45,170.0,0.7
23.35,95.5,182.0,0.64
23.35,95.55,177.0,0.5
23.35,95.6,201.0,0.56
23.35,95.65,214.0,2.08
23.35,95.7,209.0,1.61
23.35,95.75,268.0,1.89
23.35,95.8,236.0,2.94
23.35,95.85,243.0,1.36
23.35,95.9,339.0,6.09
23.35,95.95,262.0,5.75
23.35,96.0,80.0,0.71
23.35,96.05,141.0,3.57
23.35,96.1,535.0,18.63
23.35,96.15,634.0,5.67
23.35,96.2,396.0,5.67
23.35,96.25,306.0,4.98
23.35,96.3,212.0,0.44
23.35,96.35,199.0,2.3
23.35,96.4,171.0,1.42
23.35,96.45,180.0,1.4
23.4,89.5,18.0,0.55
23.4,89.55,9.0,0.74
23.4,89.6,12.0,0.09
23.4,89.65,10.0,0.17
23.4,89.7,9.0,0.39
23.4,89.75,12.0,0.55
23.4,89.8,5.0,0.1
23.4,89.85,4.0,0.19
23.4,89.9,6.0,0.11
23.4,89.95,5.0,0.12
23.4,90.0,5.0,0.16
23.4,90.05,9.0,0.67
23.4,90.1,9.0,0.24
23.4,90.15,11.0,0.61
23.4,90.2,7.0,0.2
23.4,90.25,9.0,0.16
23.4,90.3,8.0,0.14
23.4,90.35,0.0,0.0
23.4,90.4,0.0,0.0
23.4,90.45,0.0,0.46
23.4,90.5,0.0,0.0
23.4,90.55,7.0,0.28
23.4,90.6,8.0,0.36
23.4,90.65,13.0,0.4
23.4,90.7,5.0,0.21
23.4,90.75,3.0,0.26
23.4,90.8,10.0,0.34
23.4,90.85,10.0,0.29
23.4,90.9,7.0,0.16
23.4,90.95,9.0,0.35
23.4,91.0,10.0,0.23
23.4,91.05,11.0,0.22
23.4,91.1,12.0,0.28
23.4,91.15,12.0,0.75
23.4,91.2,12.0,0.04
23.4,91.25,13.0,0.31
23.4,91.3,23.0,0.81
23.4,91.35,53.0,2.05
23.4,91.4,57.0,2.49
23.4,91.45,52.0,1.47
23.4,91.5,52.0,0.74
23.4,91.55,70.0,2.57
23.4,91.6,94.0,8.29
23.4,91.65,77.0,1.71
23.4,91.7,53.0,1.56
23.4,91.75,71.0,0.89
23.4,91.8,137.0,2.11
23.4,91.85,103.0,3.46
23.4,91.9,105.0,2.26
23.4,91.95,130.0,6.11
23.4,92.0,107.0,2.34
23.4,92.05,118.0,2.44
23.4,92.1,88.0,3.71
23.4,92.15,113.0,9.93
23.4,92.2,113.0,3.08
23.4,92.25,140.0,2.96
23.4,92.3,239.0,11.24
23.4,92.35,95.0,3.68
23.4,92.4,151.0,7.38
23.4,92.45,294.0,18.1
23.4,92.5,616.0,24.72
23.4,92.55,442.0,14.01
23.4,92.6,456.0,6.33
23.4,92.65,624.0,20.81
23.4,92.7,482.0,5.17
23.4,92.75,1253.0,16.17
23.4,92.8,1006.0,22.0
23.4,92.85,881.0,13.69
23.4,92.9,692.0,19.73
23.4,92.95,838.0,21.02
23.4,93.0,753.0,14.22
23.4,93.05,710.0,26.19
23.4,93.1,808.0,11.89
23.4,93.15,1048.0,8.06
23.4,93.2,1099.0,9.98
23.4,93.25,1319.0,27.21
23.4,93.3,1225.0,20.54
23.4,93.35,1241.0,13.75
23.4,93.4,957.0,20.23
23.4,93.45,993.0,11.46
23.4,93.5,1279.0,15.27
23.4,93.55,1775.0,24.79
23.4,93.6,900.0,12.55
23.4,93.65,1613.0,23.43
23.4,93.7,860.0,27.53
23.4,93.75,1804.0,30.77
23.4,93.8,1838.0,30.16
23.4,93.85,1085.0,24.94
23.4,93.9,768.0,23.09
23.4,93.95,295.0,16.33
23.4,94.0,186.0,0.62
23.4,94.05,125.0,0.13
23.4,94.1,134.0,1.3
23.4,94.15,205.0,2.73
23.4,94.2,314.0,3.58
23.4,94.25,590.0,13.83
23.4,94.3,550.0,26.91
23.4,94.35,122.0,2.75
23.4,94.4,170.0,2.88
23.4,94.45,181.0,0.71
23.4,94.5,215.0,6.51
23.4,94.55,363.0,2.57
23.4,94.6,314.0,1.25
23.4,94.65,387.0,1.08
23.4,94.7,349.0,2.35
23.4,94.75,366.0,1.1
23.4,94.8,439.0,0.89
23.4,94.85,385.0,2.57
23.4,94.9,501.0,6.63
23.4,94.95,441.0,3.87
23.4,95.0,358.0,7.57
23.4,95.05,274.0,0.49
23.4,95.1,248.0,0.98
23.4,95.15,213.0,1.25
23.4,95.2,193.0,3.52
23.4,95.25,180.0,1.22
23.4,95.3,161.0,1.49
23.4,95.35,150.0,1.01
23.4,95.4,156.0,0.31
23.4,95.45,161.0,0.17
23.4,95.5,174.0,0.34
23.4,95.55,201.0,0.87
23.4,95.6,198.0,0.49
23.4,95.65,220.0,0.64
23.4,95.7,238.0,0.76
23.4,95.75,362.0,10.69
23.4,95.8,274.0,0.77
23.4,95.85,271.0,1.43
23.4,95.9,399.0,2.38
23.4,95.95,314.0,2.2
23.4,96.0,80.0,0.0
23.4,96.05,126.0,1.71
23.4,96.1,209.0,4.29
23.4,96.15,400.0,12.54
23.4,96.2,377.0,14.17
